Jan	31	00	155
Jan	31	02	115
Jan	31	04	109
Jan	31	06	83
Jan	31	08	114
Jan	31	11	157
Jan	31	13	210
Jan	31	15	234
Jan	31	17	214
Jan	31	19	217
Jan	31	20	196
Jan	31	22	253
Feb	01	00	220
Feb	01	02	156
Feb	01	04	130
Feb	01	06	109
Feb	01	08	174
Feb	01	11	221
Feb	01	13	239
Feb	01	15	267
Feb	01	17	236
Feb	01	19	241
Feb	01	20	257
Feb	01	22	285
Feb	02	01	107
Feb	02	03	69
Feb	02	05	74
Feb	02	07	56
Feb	02	09	128
Feb	02	10	139
Feb	02	12	281
Feb	02	14	472
Feb	02	16	503
Feb	02	18	352
Feb	02	21	296
Feb	02	23	225
Feb	03	00	171
Feb	03	02	233
Feb	03	04	270
Feb	03	06	148
Feb	03	08	159
Feb	03	11	187
Feb	03	13	278
Feb	03	15	356
Feb	03	17	317
Feb	03	19	323
Feb	03	20	330
Feb	03	22	279
Feb	04	01	170
Feb	04	03	147
Feb	04	05	92
Feb	04	07	127
Feb	04	09	143
Feb	04	10	217
Feb	04	12	244
Feb	04	14	239
Feb	04	16	219
Feb	04	18	187
Feb	04	21	149
Feb	04	23	147
Feb	05	00	119
Feb	05	02	63
Feb	05	04	51
Feb	05	06	42
Feb	05	08	92
Feb	05	11	109
Feb	05	13	118
Feb	05	15	147
Feb	05	17	165
Feb	05	19	157
Feb	05	20	104
Feb	05	22	110
Feb	06	01	46
Feb	06	03	59
Feb	06	05	52
Feb	06	07	59
Feb	06	09	88
Feb	06	10	81
Feb	06	12	89
Feb	06	14	194
Feb	06	16	134
Feb	06	18	119
Feb	06	21	93
Feb	06	23	79
Feb	07	00	53
Feb	07	02	54
Feb	07	04	41
Feb	07	06	23
Feb	07	08	46
Feb	07	11	61
Feb	07	13	92
Feb	07	15	144
Feb	07	17	91
Feb	07	19	97
Feb	07	20	92
Feb	07	22	94
Feb	08	01	47
Feb	08	03	49
Feb	08	05	42
Feb	08	07	50
Feb	08	09	43
Feb	08	10	61
Feb	08	12	91
Feb	08	14	74
Feb	08	16	108
Feb	08	18	117
Feb	08	21	87
Feb	08	23	59
Jan	23	00	1
Jan	23	04	3
Jan	23	06	4
Jan	23	08	3
Jan	23	11	9
Jan	23	13	8
Jan	23	15	5
Jan	23	17	4
Jan	23	19	4
Jan	23	20	4
Jan	23	22	8
Jan	24	01	2
Jan	24	03	5
Jan	24	05	5
Jan	24	07	4
Jan	24	09	4
Jan	24	10	4
Jan	24	12	6
Jan	24	14	11
Jan	24	16	6
Jan	24	18	9
Jan	24	21	10
Jan	24	23	7
Jan	25	00	9
Jan	25	02	8
Jan	25	04	6
Jan	25	06	3
Jan	25	08	24
Jan	25	11	28
Jan	25	13	64
Jan	25	15	86
Jan	25	17	95
Jan	25	19	108
Jan	25	20	96
Jan	25	22	91
Jan	26	01	64
Jan	26	03	37
Jan	26	05	22
Jan	26	07	30
Jan	26	09	50
Jan	26	10	48
Jan	26	12	49
Jan	26	14	84
Jan	26	16	113
Jan	26	18	77
Jan	26	21	129
Jan	26	23	85
Jan	27	00	73
Jan	27	02	23
Jan	27	04	26
Jan	27	06	34
Jan	27	08	38
Jan	27	11	58
Jan	27	13	65
Jan	27	15	78
Jan	27	17	91
Jan	27	19	63
Jan	27	20	94
Jan	27	22	117
Jan	28	01	147
Jan	28	03	91
Jan	28	05	164
Jan	28	07	116
Jan	28	09	160
Jan	28	10	247
Jan	28	12	273
Jan	28	14	367
Jan	28	16	598
Jan	28	18	526
Jan	28	21	489
Jan	28	23	413
Jan	29	00	209
Jan	29	02	148
Jan	29	04	120
Jan	29	06	80
Jan	29	08	129
Jan	29	11	186
Jan	29	13	326
Jan	29	15	389
Jan	29	17	318
Jan	29	19	237
Jan	29	20	301
Jan	29	22	258
Jan	30	00	140
Jan	30	02	142
Jan	30	04	67
Jan	30	06	77
Jan	30	08	118
Jan	30	11	217
Jan	30	13	287
Jan	30	15	296
Jan	30	17	309
Jan	30	19	248
Jan	30	20	212
Jan	30	22	189
Jan	31	01	111
Jan	31	03	134
Jan	31	05	92
Jan	31	07	92
Jan	31	09	108
Jan	31	10	153
Jan	31	12	245
Jan	31	14	192
Jan	31	16	222
Jan	31	18	192
Jan	31	21	217
Jan	31	23	244
