Jan	26	06	23057
Jan	26	08	21258
Jan	26	11	27716
Jan	26	13	38887
Jan	26	15	42390
Jan	26	17	36455
Jan	26	19	32946
Jan	26	20	33654
Jan	26	22	37478
Jan	27	01	37975
Jan	27	03	36254
Jan	27	05	27392
Jan	27	07	24131
Jan	27	09	22872
Jan	27	10	25551
Jan	27	12	34371
Jan	27	14	42511
Jan	27	16	40419
Jan	27	18	34647
Jan	27	21	34798
Jan	27	23	38846
Jan	28	00	38759
Jan	28	02	38804
Jan	28	04	33389
Jan	28	06	25145
Jan	28	08	22536
Jan	28	11	29759
Jan	28	13	39275
Jan	28	15	43698
Jan	28	17	39143
Jan	28	19	31952
Jan	28	20	31953
Jan	28	22	34744
Jan	29	01	35917
Jan	29	03	35412
Jan	29	05	28772
Jan	29	07	22647
Jan	29	09	22475
Jan	29	10	23022
Jan	29	12	29942
Jan	29	14	39054
Jan	29	16	42820
Jan	29	18	33831
Jan	29	21	28391
Jan	29	23	32462
Jan	30	01	33776
Jan	30	03	34954
Jan	30	05	30337
Jan	30	07	23661
Jan	30	09	22973
Jan	30	10	24289
Jan	30	12	29942
Jan	30	14	37832
Jan	30	16	35821
Jan	30	18	32275
Jan	30	21	32744
Jan	30	23	35837
Jan	31	00	35507
Jan	31	02	38587
Jan	31	04	32264
Jan	31	06	23471
Jan	31	08	21867
Jan	31	11	28727
Jan	31	13	39029
Jan	31	15	39340
Jan	31	17	36071
Jan	31	19	33257
Jan	31	20	33601
Jan	31	22	36717
Feb	01	00	37848
Feb	01	02	37807
Feb	01	04	32568
Feb	01	06	23869
Feb	01	08	22086
Feb	01	11	28646
Feb	01	13	39092
Feb	01	15	41437
Feb	01	17	36804
Feb	01	19	33868
Feb	01	20	34184
Feb	01	22	37042
Feb	02	01	39081
Feb	02	03	38234
Feb	02	05	28237
Feb	02	07	22527
Feb	02	09	23230
Feb	02	10	25159
Feb	02	12	34885
Feb	02	14	40482
Feb	02	16	39166
Feb	02	18	36797
Feb	02	21	36607
Feb	02	23	40281
Feb	03	00	40392
Feb	03	02	42999
Feb	03	04	35308
Feb	03	06	25332
Feb	03	08	23118
Feb	03	11	28804
Feb	03	13	39556
Feb	03	15	43718
Feb	03	17	38274
Feb	03	19	33685
Feb	03	20	34512
Feb	03	22	38054
Feb	04	01	38350
Feb	04	03	37779
Feb	04	05	27998
Feb	04	07	22954
Feb	04	09	23777
Feb	04	10	25845
Feb	04	12	34708
Feb	04	14	43712
Feb	04	16	43387
Feb	04	18	36271
Feb	04	21	34681
Feb	04	23	38095
Feb	05	00	37491
Feb	05	02	38121
Feb	05	04	32800
Feb	05	06	24972
Feb	05	08	22596
Feb	05	11	25992
Feb	05	13	35622
Feb	05	15	42823
Feb	05	17	37807
Feb	05	19	31690
Feb	05	20	30268
Feb	05	22	31831
Feb	06	01	35818
Feb	06	03	37433
Feb	06	05	33620
Feb	06	07	24429
Feb	06	09	23095
Feb	06	10	24502
Feb	06	12	32315
Feb	06	14	40896
Feb	06	16	38800
Feb	06	18	35077
Feb	06	21	35251
Feb	06	23	44407
Feb	07	00	48898
Feb	07	02	45812
Feb	07	04	30441
Feb	07	06	23540
Feb	07	08	21917
Feb	07	11	29295
Feb	07	13	39932
Feb	07	15	43619
Feb	07	17	36016
Feb	07	19	33007
Feb	07	20	33839
Feb	07	22	38275
Feb	08	01	37167
Feb	08	03	35754
Feb	08	05	27001
Feb	08	07	22356
Feb	08	09	23639
Feb	08	10	25483
Feb	08	12	34072
Feb	08	14	43622
Feb	08	16	41267
Feb	08	18	34670
Feb	08	21	35819
Feb	08	23	38265
Jan	23	00	32171
Jan	23	02	34909
Jan	23	04	32769
Jan	23	06	26179
Jan	23	08	22801
Jan	23	11	25589
Jan	23	13	33299
Jan	23	15	36914
Jan	23	17	32222
Jan	23	19	30917
Jan	23	20	32049
Jan	23	22	35612
Jan	24	01	36831
Jan	24	03	36184
Jan	24	05	26673
Jan	24	07	21174
Jan	24	09	21994
Jan	24	10	23899
Jan	24	12	32458
Jan	24	14	40592
Jan	24	16	38545
Jan	24	18	32705
Jan	24	21	34294
Jan	24	23	37044
Jan	25	00	36749
Jan	25	02	37528
Jan	25	04	31166
Jan	25	06	23077
Jan	25	08	21108
Jan	25	11	28079
Jan	25	13	42180
Jan	25	15	48841
Jan	25	17	36315
Jan	25	19	33126
Jan	25	20	32195
Jan	25	22	35930
Jan	26	01	38498
Jan	26	03	41405
Jan	26	05	26829
Jan	26	07	21465
Jan	26	09	22195
Jan	26	10	24406
Jan	26	12	33172
Jan	26	14	42340
Jan	26	16	39765
Jan	26	18	34503
Jan	26	21	35376
Jan	26	23	38600
Jan	27	00	38527
Jan	27	02	32745
Jan	27	04	32306
Jan	27	06	26145
Jan	27	08	22306
Jan	27	11	29093
Jan	27	13	39890
Jan	27	15	42525
Jan	27	17	36799
Jan	27	19	29695
Jan	27	20	33255
Jan	27	22	37323
Jan	28	01	38914
Jan	28	03	39354
Jan	28	05	28333
Jan	28	07	22822
Jan	28	09	23466
Jan	28	10	25253
Jan	28	12	34616
Jan	28	14	43306
Jan	28	16	41799
Jan	28	18	31897
Jan	28	21	32802
Jan	28	23	34068
Jan	29	00	34845
Jan	29	02	36412
Jan	29	04	32386
Jan	29	06	25118
Jan	29	08	22300
Jan	29	11	26143
Jan	29	13	34417
Jan	29	15	42686
Jan	29	17	47178
Jan	29	19	30162
Jan	29	20	28924
Jan	29	22	29261
Jan	30	00	32735
Jan	30	02	35410
Jan	30	04	33652
Jan	30	06	26575
Jan	30	08	23243
Jan	30	11	26767
Jan	30	13	34065
Jan	30	15	38583
Jan	30	17	33279
Jan	30	19	32379
Jan	30	20	32252
Jan	30	22	35077
Jan	31	01	38729
Jan	31	03	37065
Jan	31	05	26899
Jan	31	07	21486
Jan	31	09	22659
Jan	31	10	24920
Jan	31	12	34040
Jan	31	14	40180
Jan	31	16	37700
Jan	31	18	34013
Jan	31	21	35350
Jan	31	23	38475
